carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
16249,merc, CLS Class,2013,Semi-Auto,64777,Diesel,205,47.1,3,14972
16250,merc, GL Class,2015,Automatic,54965,Diesel,125,55.4,2.1,15599
16251,vw, Tiguan Allspace,2019,Automatic,12425,Diesel,145,39.2,2,27000
16252,bmw, M4,2017,Semi-Auto,60584,Petrol,150,34,3,29991
16253,hyundi, Santa Fe,2019,Semi-Auto,3122,Diesel,145,39.8,2.2,33998
16254,toyota, Prius,2016,Automatic,28126,Hybrid,0,94.1,1.8,17250
16255,bmw, 7 Series,2019,Semi-Auto,7315,Diesel,145,42.2,3,48995
16256,hyundi, Santa Fe,2020,Semi-Auto,50,Diesel,145,39.2,2.2,36895
16257,skoda, Kamiq,2019,Semi-Auto,50,Petrol,145,44.1,1.5,21689
16258,vw, CC,2014,Manual,50400,Diesel,30,60.1,2,10500
16259,vw, Caravelle,2019,Semi-Auto,17600,Diesel,145,33.6,2,55990
16260,ford, Edge,2019,Semi-Auto,1537,Diesel,150,37.2,2,33591
16261,bmw, Z4,2015,Semi-Auto,22583,Petrol,200,41.5,2,16450
16262,ford, Tourneo Connect,2016,Manual,31307,Diesel,30,64.2,1.5,12360
16263,vw, Caravelle,2019,Automatic,5691,Diesel,145,33.6,2,51994
16264,hyundi, Santa Fe,2019,Semi-Auto,5299,Diesel,145,39.8,2.2,29690
16265,vauxhall, Combo Life,2019,Manual,8541,Petrol,145,42.2,1.2,13999
16266,skoda, Rapid,2014,Manual,47989,Petrol,125,52.3,1.2,6016
16267,merc, S Class,2019,Automatic,2983,Diesel,145,52.3,3,55499
16268,vauxhall, GTC,2016,Manual,14682,Petrol,260,36.2,2,15491
16269,vw, Amarok,2019,Automatic,5648,Diesel,260,33.6,3,39990
16270,merc, GL Class,2016,Automatic,11653,Diesel,20,67.3,2.1,17999
16271,toyota, Prius,2017,Automatic,39402,Hybrid,0,94.1,1.8,18700
16272,skoda, Yeti,2017,Semi-Auto,22200,Petrol,125,51.4,1.2,13999
16273,ford, Edge,2017,Automatic,19039,Diesel,160,48.7,2,20000
16274,ford, Galaxy,2016,Manual,87180,Diesel,125,56.5,2,14500
16275,vw, Shuttle,2019,Semi-Auto,14818,Diesel,145,32.8,2,27950
16276,merc, CLA Class,2017,Automatic,20182,Diesel,150,67.3,2.1,16850
16277,vauxhall, Combo Life,2019,Manual,5234,Petrol,145,42.2,1.2,13990
16278,bmw, M4,2017,Semi-Auto,23250,Petrol,300,34,3,34995
16279,toyota, IQ,2013,Manual,41142,Petrol,0,64.2,1,4849
16280,merc, GLS Class,2019,Semi-Auto,10514,Diesel,145,37.2,3,47980
16281,bmw, X6,2017,Semi-Auto,19924,Petrol,145,25.4,4.4,48482
16282,ford, Galaxy,2017,Manual,34034,Diesel,150,56.5,2,17998
16283,hyundi, IX35,2014,Manual,71289,Diesel,145,53.3,1.7,7298
16284,vw, Tiguan Allspace,2020,Semi-Auto,2334,Petrol,145,35.8,1.5,29399
16285,toyota, PROACE VERSO,2019,Automatic,5633,Diesel,145,38.7,2,27990
16286,vauxhall, Combo Life,2019,Manual,2072,Petrol,145,42.2,1.2,14591
16287,skoda, Scala,2020,Manual,1000,Petrol,145,49.6,1,17950
16288,toyota, Prius,2016,Automatic,18096,Hybrid,0,94.1,1.8,19500
16289,toyota, Prius,2019,Automatic,7620,Hybrid,135,64.2,1.8,22300
16290,vauxhall, Vivaro,2017,Manual,33918,Diesel,160,50.4,1.6,14999
16291,ford, Galaxy,2016,Automatic,23647,Diesel,145,52.3,2,17500
16292,audi, RS6,2015,Automatic,28123,Petrol,555,28.8,4,43990
16293,merc, GL Class,2017,Automatic,24000,Diesel,200,47.9,2.1,27990
16294,ford, Galaxy,2016,Semi-Auto,29228,Diesel,145,52.3,2,18650
16295,merc, CLS Class,2017,Semi-Auto,12190,Diesel,150,57.7,2.1,21890
16296,bmw, M4,2019,Semi-Auto,12,Petrol,145,34,3,41945
16297,skoda, Yeti,2016,Manual,13757,Petrol,125,51.4,1.2,11355
16298,ford, Galaxy,2016,Automatic,12181,Diesel,145,52.3,2,17995
16299,vw, Arteon,2019,Manual,40,Diesel,150,52.3,2,27498
16300,skoda, Scala,2019,Automatic,200,Petrol,145,45.6,1.5,16980
16301,bmw, X4,2016,Automatic,31084,Diesel,145,54.3,2,21400
16302,vw, Scirocco,2016,Manual,38287,Petrol,125,52.3,1.4,13500
16303,ford, Galaxy,2017,Manual,28310,Diesel,125,56.5,2,17990
16304,toyota, GT86,2013,Manual,50584,Petrol,265,36.2,2,11575
16305,ford, Edge,2018,Automatic,10237,Diesel,145,47.9,2,22027
16306,vw, Beetle,2006,Manual,78356,Petrol,325,32.1,2,2695
16307,vw, Caravelle,2019,Automatic,1000,Diesel,145,33.6,2,50999
16308,merc, GL Class,2015,Semi-Auto,44902,Diesel,325,36.2,3,30698
16309,hyundi, I800,2018,Automatic,35050,Diesel,145,33.6,2.5,14990
16310,hyundi, Santa Fe,2018,Semi-Auto,13018,Diesel,145,42.8,2.2,22270
16311,merc, V Class,2019,Automatic,18349,Diesel,145,48.7,2.1,24750
16312,vauxhall, GTC,2015,Manual,32584,Petrol,160,47.1,1.4,7498
16313,skoda, Kamiq,2019,Manual,1987,Petrol,145,47.1,1,18285
16314,bmw, X4,2016,Automatic,44572,Diesel,200,47.9,3,23995
16315,toyota, Verso,2016,Manual,37305,Diesel,30,62.8,1.6,11295
16316,bmw, X6,2020,Semi-Auto,9710,Diesel,145,34.9,3,55890
16317,ford, Grand Tourneo Connect,2019,Manual,1144,Diesel,145,61.4,1.5,17998
16318,toyota, Camry,2019,Automatic,4600,Hybrid,135,52.3,2.5,29990
16319,vw, CC,2014,Semi-Auto,57954,Diesel,145,53.3,2,9580
16320,ford, Grand C-MAX,2017,Manual,37306,Petrol,30,54.3,1,11179
16321,skoda, Rapid,2017,Manual,36562,Diesel,150,74.3,1.4,8390
16322,toyota, Prius,2008,Automatic,120000,Hybrid,10,65.7,1.5,4490
16323,ford, Mustang,2018,Semi-Auto,28915,Petrol,145,22.1,5,31991
16324,merc, CLS Class,2017,Semi-Auto,27772,Diesel,145,57.7,2.1,21500
16325,vw, CC,2015,Manual,68345,Diesel,30,62.8,2,9000
16326,bmw, X4,2019,Automatic,4002,Diesel,145,42.8,2,37540
16327,skoda, Scala,2020,Semi-Auto,3000,Petrol,145,47.1,1,17450
16328,skoda, Scala,2020,Manual,55,Petrol,145,49.6,1,17495
16329,vw, Scirocco,2016,Semi-Auto,31269,Diesel,30,62.8,2,15991
16330,toyota, Land Cruiser,2020,Automatic,4,Diesel,145,30.1,2.8,47885
16331,hyundi, Santa Fe,2016,Manual,25976,Diesel,200,47.1,2.2,19360
16332,bmw, 6 Series,2017,Automatic,25338,Diesel,200,49.6,3,23750
16333,ford, Galaxy,2017,Semi-Auto,40838,Diesel,145,52.3,2,18000
16334,hyundi, I800,2018,Automatic,34889,Diesel,145,28,2.5,15498
16335,hyundi, I40,2017,Manual,26500,Diesel,150,65.7,1.7,11388
16336,skoda, Yeti,2014,Manual,43429,Diesel,30,61.4,1.6,9000
16337,merc, G Class,2013,Automatic,52438,Diesel,580,25.2,3,45000
16338,audi, R8,2007,Automatic,39000,Petrol,515,21,4.2,42992
16339,vw, Amarok,2015,Automatic,49555,Diesel,260,35.3,2,16498
16340,vauxhall, Combo Life,2019,Manual,3294,Diesel,145,53.3,1.5,16270
16341,hyundi, IX35,2015,Manual,33730,Diesel,145,53.3,1.7,9470
16342,ford, Edge,2017,Semi-Auto,24558,Diesel,200,47.9,2,23299
16343,toyota, Land Cruiser,2019,Semi-Auto,6254,Diesel,145,30.1,2.8,50995
16344,vw, Beetle,2015,Manual,25917,Petrol,205,42.8,1.4,10995
16345,merc, GLS Class,2017,Semi-Auto,7517,Diesel,145,37.2,3,43498
16346,vw, CC,2016,Semi-Auto,43308,Diesel,145,54.3,2,12890
16347,skoda, Kamiq,2019,Manual,1234,Petrol,145,47.9,1,19950
16348,toyota, Prius,2017,Automatic,12232,Hybrid,0,85.6,1.8,19998
16349,ford, Tourneo Custom,2019,Manual,9897,Diesel,145,30.1,2,25995
16350,merc, V Class,2019,Semi-Auto,1096,Diesel,145,36.2,2,46980
16351,audi, Q8,2018,Semi-Auto,12332,Diesel,150,33.6,3,49991
16352,hyundi, IX20,2017,Automatic,10843,Petrol,150,43.5,1.6,10999
16353,hyundi, I40,2017,Manual,27145,Diesel,145,65.7,1.7,12450
16354,ford, Galaxy,2017,Manual,20540,Diesel,145,56.5,2,18990
16355,vauxhall, GTC,2016,Manual,48877,Diesel,30,67.3,1.6,8991
16356,skoda, Kamiq,2019,Semi-Auto,126,Diesel,145,52.3,1.6,22495
16357,vw, Scirocco,2014,Manual,54239,Diesel,30,62.8,2,10500
16358,merc, X-CLASS,2019,Automatic,4000,Diesel,260,35.8,2.3,28990
16359,bmw, M2,2016,Semi-Auto,14712,Petrol,260,35.8,3,31000
16360,bmw, 7 Series,2014,Semi-Auto,24528,Petrol,300,32.8,4.4,21498
16361,vw, CC,2017,Manual,20405,Diesel,30,62.8,2,13499
16362,merc, GLB Class,2020,Semi-Auto,3001,Diesel,145,44.8,2,36880
16363,ford, Edge,2018,Manual,22068,Diesel,145,48.7,2,19498
16364,skoda, Scala,2019,Manual,4942,Diesel,150,57.7,1.6,14980
16365,merc, CLS Class,2015,Semi-Auto,35866,Diesel,160,49.6,3,19298
16366,bmw, X6,2016,Semi-Auto,27838,Diesel,200,47.1,3,29890
16367,hyundi, IX20,2017,Manual,12704,Petrol,145,50.4,1.4,9795
16368,ford, Edge,2017,Manual,44163,Diesel,160,48.7,2,16995
16369,bmw, Z4,2020,Semi-Auto,1000,Petrol,145,38.7,2,34995
16370,audi, RS3,2016,Semi-Auto,49459,Petrol,305,34.9,2.5,28500
16371,hyundi, I40,2014,Manual,38589,Diesel,30,62.8,1.7,8998
16372,ford, Edge,2017,Manual,27096,Diesel,160,48.7,2,19650
16373,skoda, Yeti,2016,Manual,12510,Petrol,125,51.4,1.2,11990
16374,vauxhall, Combo Life,2018,Manual,13658,Diesel,145,53.3,1.5,13330
16375,audi, SQ7,2017,Automatic,12000,Diesel,145,39.2,4,52888
16376,bmw, 6 Series,2020,Semi-Auto,123,Diesel,145,42.2,2,44991
16377,bmw, X7,2019,Semi-Auto,6506,Diesel,150,31.4,3,77880
16378,bmw, X6,2019,Semi-Auto,2519,Petrol,145,26.4,3,66750
16379,merc, GLS Class,2017,Automatic,25605,Diesel,145,37.2,3,39498
16380,skoda, Scala,2020,Semi-Auto,2800,Petrol,145,45.6,1.5,17995
16381,vauxhall, Combo Life,2019,Automatic,2812,Diesel,145,50.4,1.5,15640
16382,bmw, Z4,2020,Semi-Auto,12,Petrol,145,38.7,2,30990
16383,vw, Shuttle,2019,Semi-Auto,11514,Diesel,145,32.8,2,32500
16384,toyota, Prius,2020,Automatic,1500,Hybrid,135,235,1.8,27990
16385,ford, KA,2015,Manual,18432,Petrol,30,57.7,1.2,6200
16386,vw, Amarok,2018,Manual,5655,Diesel,260,32.5,3,22788
16387,toyota, Verso,2017,Semi-Auto,16084,Petrol,160,43.5,1.8,15498
16388,vw, Arteon,2019,Automatic,8695,Diesel,145,37.7,2,31495
16389,vw, CC,2016,Automatic,44807,Diesel,125,58.9,2,11389
16390,hyundi, I40,2018,Manual,37653,Diesel,150,60.1,1.7,13491
16391,skoda, Rapid,2016,Semi-Auto,49000,Petrol,30,58.9,1.4,7790
16392,skoda, Yeti,2016,Semi-Auto,17289,Petrol,125,51.4,1.2,12480
16393,audi, A7,2019,Semi-Auto,13502,Diesel,150,47.1,2,31990
16394,audi, RS4,2020,Semi-Auto,2500,Petrol,145,28.8,2.9,69691
16395,merc, CLS Class,2016,Automatic,53555,Diesel,160,51.4,3,20450
16396,bmw, 6 Series,2015,Semi-Auto,40500,Diesel,165,49.6,3,19990
16397,vw, Scirocco,2017,Semi-Auto,46323,Diesel,145,62.8,2,13570
16398,ford, Tourneo Connect,2015,Automatic,15518,Petrol,260,35.3,1.6,11495
16399,vw, Shuttle,2018,Manual,23735,Diesel,145,47.1,2,19998
16400,bmw, Z4,2020,Semi-Auto,4646,Petrol,145,38.7,2,29990
16401,vw, Arteon,2019,Semi-Auto,9000,Petrol,145,47.1,2,25500
16402,merc, CLS Class,2014,Automatic,48500,Diesel,145,54.3,2.1,13995
16403,merc, GL Class,2016,Automatic,53167,Diesel,20,67.3,2.1,14499
16404,audi, A7,2017,Semi-Auto,49281,Diesel,150,54.3,3,22895
16405,toyota, Hilux,2018,Automatic,16000,Diesel,265,36.2,2.4,18995
16406,ford, Grand C-MAX,2016,Manual,19373,Diesel,30,64.2,1.5,10290
16407,skoda, Kamiq,2020,Manual,1000,Petrol,145,47.9,1,17495
16408,toyota, Hilux,2018,Manual,12335,Diesel,260,40.4,2.4,22998
16409,merc, CLA Class,2017,Automatic,9970,Petrol,150,41.5,2,23490
16410,audi, Q8,2020,Semi-Auto,3000,Diesel,145,32.8,3,63000
16411,vw, Tiguan Allspace,2019,Manual,9000,Petrol,145,46.3,2,23495
16412,bmw, Z4,2020,Semi-Auto,5,Petrol,150,38.7,2,33850
16413,bmw, X6,2019,Semi-Auto,4193,Petrol,150,26.4,3,64772
16414,merc, GL Class,2014,Automatic,55000,Petrol,570,23,5.5,35989
16415,skoda, Kamiq,2020,Manual,986,Petrol,145,47.1,1.5,18991
16416,toyota, Prius,2018,Automatic,44512,Hybrid,135,94.1,1.8,17995
16417,skoda, Rapid,2018,Manual,18428,Petrol,145,61.4,1,10268
16418,skoda, Rapid,2018,Semi-Auto,13553,Petrol,145,58.9,1,11795
16419,bmw, 7 Series,2019,Semi-Auto,6249,Diesel,145,42.2,3,46500
16420,audi, SQ5,2020,Automatic,1500,Diesel,145,34.5,0,56450
16421,merc, S Class,2019,Automatic,21442,Petrol,145,32.1,4,81900
16422,audi, R8,2020,Semi-Auto,333,Petrol,145,21.4,5.2,133900
16423,ford, Edge,2019,Automatic,4921,Diesel,145,37.2,2,36000
16424,vw, Amarok,2019,Automatic,6500,Diesel,260,27.7,3,39995
16425,audi, RS3,2019,Automatic,4550,Petrol,150,29.7,2.5,41990
16426,merc, V Class,2018,Automatic,20527,Diesel,145,45.6,2.1,36498
16427,merc, M Class,2015,Semi-Auto,46049,Diesel,300,39.2,3,23480
16428,toyota, GT86,2020,Manual,650,Petrol,145,33.2,2,28000
16429,ford, Grand C-MAX,2016,Semi-Auto,22885,Diesel,30,58.9,1.5,9995
16430,vw, Scirocco,2016,Manual,38452,Diesel,20,67.3,2,13690
16431,vauxhall, Antara,2014,Manual,27495,Diesel,235,44.1,2.2,6790
16432,bmw, 7 Series,2019,Semi-Auto,7515,Diesel,150,42.2,3,46990
16433,hyundi, IX20,2013,Automatic,50150,Petrol,200,43.6,1.6,6995
16434,vw, Scirocco,2014,Manual,60680,Diesel,30,62.8,2,9391
16435,hyundi, I800,2016,Manual,48859,Diesel,300,37.7,2.5,13695
16436,ford, Tourneo Custom,2017,Manual,26514,Diesel,200,44.8,2,20000
16437,ford, Edge,2018,Automatic,18339,Diesel,145,48.7,2,23995
16438,bmw, Z4,2013,Automatic,35554,Petrol,205,41.5,2,13700
16439,hyundi, Santa Fe,2019,Semi-Auto,1173,Diesel,145,39.2,2.2,33900
16440,merc, GL Class,2017,Automatic,56316,Diesel,125,56.5,2.1,20500
16441,audi, A8,2018,Semi-Auto,4524,Diesel,145,40.4,3,35000
16442,vw, Jetta,2017,Manual,15899,Diesel,20,67.3,2,10495
16443,ford, KA,2015,Manual,32897,Petrol,30,57.7,1.2,4749
16444,bmw, X7,2019,Automatic,11055,Diesel,145,33.6,3,62995
16445,toyota, GT86,2019,Manual,1557,Petrol,150,33.2,2,23995
16446,hyundi, IX20,2016,Manual,28355,Petrol,125,50.4,1.4,8298
16447,hyundi, Santa Fe,2018,Semi-Auto,10958,Diesel,145,39.2,2.2,30699
16448,skoda, Kamiq,2020,Semi-Auto,500,Petrol,145,43.5,1.5,23295
16449,vauxhall, GTC,2015,Manual,33217,Diesel,125,60.1,2,7280
16450,ford, KA,2017,Manual,10631,Petrol,150,57.7,1.2,8600
16451,audi, A8,2017,Semi-Auto,37492,Diesel,205,47.1,3,24500
16452,audi, A8,2018,Automatic,10250,Petrol,145,37.7,3,37000
16453,merc, S Class,2016,Automatic,42000,Diesel,165,50.4,3,31990
16454,toyota, Prius,2013,Automatic,35726,Hybrid,0,134.5,1.8,13495
16455,audi, A8,2018,Automatic,12387,Diesel,145,50.4,3,34495
16456,ford, Grand C-MAX,2011,Manual,48718,Petrol,200,40.9,1.6,6499
16457,ford, Tourneo Custom,2018,Manual,6959,Diesel,145,46.3,2,21980
16458,ford, Grand C-MAX,2011,Manual,64000,Petrol,200,40.9,1.6,5490
16459,ford, Mustang,2018,Manual,17876,Petrol,145,20.9,5,28615
16460,ford, Grand Tourneo Connect,2019,Manual,6069,Diesel,145,61.4,1.5,16500
16461,bmw, 7 Series,2014,Automatic,59640,Diesel,160,50.4,3,13840
16462,merc, M Class,2014,Semi-Auto,46556,Diesel,200,44.8,2.1,18490
16463,hyundi, IX20,2016,Manual,19658,Petrol,125,50.4,1.4,8498
16464,hyundi, Santa Fe,2019,Semi-Auto,6697,Diesel,145,39.2,2.2,33999
16465,vw, Caravelle,2020,Semi-Auto,3000,Diesel,150,33.6,2,45995
16466,hyundi, Santa Fe,2018,Semi-Auto,17189,Diesel,145,42.8,2.2,21995
16467,hyundi, IX20,2017,Manual,17899,Petrol,150,50.4,1.4,9200
16468,toyota, Prius,2017,Automatic,34885,Hybrid,0,85.6,1.8,19689
16469,bmw, X4,2019,Semi-Auto,4231,Diesel,150,42.8,2,33998
16470,ford, KA,2019,Manual,6596,Petrol,145,47.9,1.2,10000
16471,skoda, Yeti,2014,Manual,34263,Petrol,165,46.3,1.2,7990
16472,ford, Grand C-MAX,2017,Manual,11663,Diesel,30,64.2,1.5,11998
16473,toyota, GT86,2019,Manual,1751,Petrol,145,33.2,2,23980
16474,hyundi, IX20,2017,Automatic,27918,Petrol,145,43.5,1.6,9628
16475,skoda, Scala,2019,Semi-Auto,3425,Petrol,145,45.6,1.5,17495
16476,skoda, Kamiq,2020,Manual,11,Petrol,150,46.3,1.5,21000
16477,bmw, 8 Series,2019,Automatic,11111,Petrol,150,26.9,4.4,65000
16478,toyota, Verso,2017,Manual,6995,Petrol,205,41.5,1.6,12485
16479,toyota, Prius,2017,Automatic,31500,Hybrid,0,85.6,1.8,18995
16480,vauxhall, Combo Life,2018,Manual,6000,Diesel,145,53.3,1.5,14495
16481,ford, Grand Tourneo Connect,2017,Manual,24712,Diesel,30,64.2,1.5,15999
16482,bmw, Z4,2014,Manual,36000,Petrol,200,41.5,2,11990
16483,ford, Grand C-MAX,2017,Manual,62833,Diesel,30,64.2,1.5,8450
16484,merc, SLK,2008,Automatic,60000,Petrol,280,34.4,1.8,5980
16485,vw, CC,2016,Semi-Auto,29000,Diesel,150,53.3,2,11250
16486,toyota, Prius,2019,Automatic,7677,Hybrid,135,62.8,1.8,24060
16487,bmw, M5,2012,Automatic,51000,Petrol,555,28.5,4.4,23995
16488,ford, Grand C-MAX,2016,Manual,34883,Diesel,30,61.4,2,11998
16489,toyota, Prius,2016,Automatic,62737,Hybrid,0,94.1,1.8,15998
16490,vw, Scirocco,2016,Manual,39184,Diesel,20,55.4,2,14490
16491,audi, A8,2019,Automatic,755,Diesel,145,39.2,3,47990
16492,merc, M Class,2014,Semi-Auto,43729,Diesel,300,39.2,3,17995
16493,bmw, X4,2020,Semi-Auto,4000,Diesel,150,40.9,3,46999
16494,ford, Galaxy,2016,Manual,40885,Diesel,125,56.5,2,16620
16495,merc, GL Class,2015,Automatic,45712,Diesel,330,36.2,3,29865
16496,ford, Galaxy,2019,Manual,9188,Diesel,145,55.4,2,20800
16497,hyundi, Santa Fe,2011,Manual,130000,Diesel,265,41.5,2.2,5395
16498,skoda, Scala,2019,Manual,1713,Diesel,145,57.7,1.6,18263
16499,bmw, M4,2020,Semi-Auto,7,Petrol,145,32.5,3,49490
16500,ford, Tourneo Custom,2017,Manual,64432,Diesel,145,44.8,2,19194
16501,skoda, Rapid,2017,Manual,15261,Petrol,145,62.8,1,8752
16502,merc, S Class,2012,Automatic,107000,Petrol,265,36.7,3.5,10948
16503,toyota, Prius,2019,Automatic,6133,Hybrid,135,64.2,1.8,22750
16504,hyundi, I800,2018,Automatic,32672,Diesel,145,28,2.5,16995
16505,skoda, Yeti,2017,Semi-Auto,22848,Petrol,145,51.4,1.2,13000
16506,bmw, 6 Series,2019,Semi-Auto,6081,Diesel,150,42.2,2,32785
16507,toyota, Avensis,2010,Manual,79031,Petrol,200,42.2,1.8,5495
16508,vw, Tiguan Allspace,2019,Automatic,10009,Diesel,145,44.1,2,27750
16509,skoda, Yeti,2014,Semi-Auto,38000,Petrol,160,44.8,1.2,9000
16510,toyota, Prius,2016,Automatic,48153,Other,10,64.2,1.8,20000
16511,merc, CLS Class,2013,Automatic,65000,Diesel,150,54.3,2.1,12000
16512,bmw, i3,2017,Automatic,28169,Hybrid,0,470.8,0,23751
16513,bmw, X4,2019,Semi-Auto,15411,Diesel,150,40.9,3,34500
16514,vw, Beetle,2018,Manual,24104,Petrol,150,53.3,1.2,13500
16515,toyota, Prius,2018,Automatic,43078,Hybrid,135,94.1,1.8,18990
16516,ford, Galaxy,2017,Manual,38609,Diesel,125,56.5,2,17750
16517,vauxhall, GTC,2017,Manual,15630,Petrol,145,47.1,1.4,10998
16518,ford, KA,2018,Manual,7916,Petrol,150,43.5,1.2,9599
16519,audi, A7,2014,Semi-Auto,44247,Diesel,235,44.8,3,17999
16520,bmw, X7,2019,Semi-Auto,4900,Diesel,145,33.6,3,67000
16521,merc, CLS Class,2019,Semi-Auto,15674,Diesel,145,47.9,2.9,42849
16522,skoda, Yeti,2015,Manual,48870,Diesel,200,48.7,2,9995
16523,vw, Caravelle,2016,Manual,19981,Diesel,235,42.8,2,28999
16524,toyota, Prius,2015,Automatic,51896,Hybrid,0,134.5,1.8,15995
16525,ford, KA,2018,Manual,17000,Petrol,145,57.7,0,8444
16526,ford, Puma,2019,Manual,470,Petrol,145,51.4,1,20000
16527,merc, CLS Class,2019,Automatic,4105,Diesel,145,48.7,2.9,35590
16528,toyota, Prius,2017,Automatic,19870,Hybrid,0,94.1,1.8,18999
16529,ford, Galaxy,2019,Manual,5593,Diesel,150,55.4,2,26500
16530,skoda, Kamiq,2019,Manual,2000,Petrol,145,47.1,1,21999
16531,audi, Q8,2019,Semi-Auto,1943,Diesel,145,33.6,3,55995
16532,vauxhall, GTC,2016,Manual,24000,Petrol,160,47.1,1.4,7280
16533,vw, Scirocco,2016,Manual,17141,Diesel,20,55.4,2,15940
16534,ford, Galaxy,2017,Semi-Auto,11348,Diesel,145,52.3,2,21500
16535,toyota, Prius,2016,Automatic,12056,Hybrid,0,85.6,1.8,19798
16536,merc, CLK,2003,Automatic,105000,Diesel,230,39.2,2.7,3376
16537,hyundi, IX20,2017,Automatic,18250,Petrol,160,43.5,1.6,9500
16538,audi, A7,2019,Automatic,2800,Diesel,145,35.8,3,47750
16539,vauxhall, Antara,2012,Manual,50478,Diesel,235,42.8,2.2,5800
16540,merc, GL Class,2017,Automatic,69751,Diesel,125,56.5,2.1,17399
16541,hyundi, IX35,2011,Manual,74250,Diesel,165,49.6,2,6200
16542,vauxhall, GTC,2015,Manual,29188,Petrol,160,47.1,1.4,8927
16543,merc, V Class,2019,Semi-Auto,1611,Diesel,145,36.7,2,49989
16544,ford, Edge,2017,Semi-Auto,29000,Diesel,150,47.9,2,22450
16545,ford, Puma,2020,Manual,1255,Petrol,145,50.4,1,21990
16546,skoda, Scala,2019,Semi-Auto,8783,Petrol,150,47.1,1,14985
16547,bmw, 7 Series,2019,Semi-Auto,3200,Diesel,145,44.1,3,52490
16548,bmw, M4,2020,Automatic,10,Petrol,150,34,3,49488
16549,vauxhall, Combo Life,2019,Manual,839,Diesel,145,53.3,1.5,17299
16550,hyundi, IX20,2017,Automatic,31100,Petrol,160,43.5,1.6,8495
16551,audi, RS3,2018,Semi-Auto,15400,Petrol,150,34,2.5,36996
16552,bmw, X4,2019,Semi-Auto,9064,Diesel,150,42.8,2,33998
16553,ford, Mustang,2020,Semi-Auto,691,Petrol,145,22.1,5,39990
16554,bmw, X6,2016,Automatic,33500,Diesel,240,42.8,3,32000
16555,vw, CC,2012,Manual,98000,Diesel,30,60.1,2,6695
16556,merc, GLB Class,2020,Semi-Auto,1508,Diesel,145,47.9,2,35400
16557,vauxhall, Combo Life,2019,Manual,1733,Petrol,145,42.2,1.2,16658
16558,ford, Grand C-MAX,2017,Manual,22888,Petrol,30,54.3,1,10990
16559,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6,16000
16560,vw, Shuttle,2016,Manual,20074,Diesel,200,47.1,2,16998
16561,toyota, Prius,2016,Automatic,31717,Hybrid,0,94.1,1.8,16950
16562,audi, SQ5,2014,Automatic,69682,Diesel,260,41.5,3,19400
16563,merc, S Class,2011,Automatic,53521,Diesel,260,41.5,3,12990
16564,hyundi, Santa Fe,2020,Automatic,2500,Diesel,145,39.2,2.2,34995
16565,merc, CLA Class,2019,Manual,3794,Petrol,145,42.8,1.6,20700
16566,bmw, Z4,2020,Semi-Auto,10,Petrol,145,38.7,2,30990
16567,toyota, GT86,2017,Manual,36100,Petrol,145,36.2,2,16995
16568,vauxhall, GTC,2016,Manual,27004,Petrol,160,47.1,1.4,6713
16569,ford, KA,2018,Manual,15179,Petrol,150,57.7,1.2,8217
16570,vw, CC,2016,Semi-Auto,11452,Petrol,205,39.2,1.8,14795
16571,toyota, Hilux,2020,Automatic,150,Diesel,260,2.8,2.4,36995
16572,vauxhall, Combo Life,2019,Manual,6100,Diesel,145,53.3,1.5,14990
16573,merc, V Class,2018,Semi-Auto,5988,Diesel,145,44.8,2.2,39900
16574,vauxhall, Zafira Tourer,2017,Manual,6000,Petrol,205,41.5,1.4,14990
16575,merc, S Class,2019,Automatic,12007,Diesel,145,52.3,3,44980
16576,bmw, 6 Series,2017,Automatic,26000,Diesel,145,49.6,3,24622
16577,bmw, Z3,2002,Automatic,16500,Petrol,325,29.4,2.2,14995
16578,skoda, Rapid,2016,Manual,45895,Petrol,30,57.7,1.2,7795
16579,toyota, Avensis,2018,Manual,40875,Diesel,145,67.3,1.6,11590
16580,bmw, M4,2018,Semi-Auto,2577,Petrol,150,34,3,43500
16581,merc, CLA Class,2016,Manual,47020,Petrol,125,51.4,1.6,14000
16582,bmw, M4,2018,Automatic,9210,Petrol,145,34,3,34990
16583,skoda, Kamiq,2019,Semi-Auto,1248,Petrol,145,44.1,1.5,20292
16584,vw, Scirocco,2017,Semi-Auto,22250,Petrol,145,44.1,2,16771
16585,merc, V Class,2019,Automatic,2738,Diesel,145,44.8,2.2,39950
16586,toyota, Prius,2016,Automatic,67874,Hybrid,0,94.1,1.8,15499
16587,bmw, M4,2015,Semi-Auto,20100,Petrol,300,34,3,29997
16588,bmw, X7,2019,Automatic,1793,Diesel,145,31.4,3,78386
16589,merc, M Class,2014,Semi-Auto,42218,Diesel,200,46.3,2.1,19420
16590,vauxhall, Combo Life,2018,Manual,13720,Diesel,145,53.3,1.5,15000
16591,hyundi, IX35,2015,Automatic,44705,Diesel,265,41.5,2,10995
16592,ford, Galaxy,2012,Manual,64237,Petrol,235,39.2,1.6,7985
16593,toyota, IQ,2013,Manual,72913,Petrol,30,54.3,1.3,4950
16594,skoda, Kamiq,2019,Manual,1510,Petrol,145,47.1,1,22503
16595,skoda, Scala,2020,Manual,2735,Diesel,145,57.7,1.6,18250
